,monto_original,saldo_capital,Cliente,ultima_gestion,cartera,tipo_cartera,descripcion_reaccion,tipo_trabajo,genero,ubicacion_electoral,salario_inferior,salario_superior,edad,Recuperable,year_ultimo_pago
181670,35.42,28.48,192650,2020,CREDIQ,Propia,Contacto Indirecto (Corporativo),PRIVADO,MASC,HEREDIA,227.5,260.0,35,Si,2021
181697,1365.92,1365.92,192679,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,HEREDIA,422.5,455.0,53,Si,2021
181808,1690.11,1690.11,192796,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,CARTAGO,65.0,97.5,47,Si,2021
181809,903.78,903.78,192797,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,FEM,SAN JOSE,357.5,390.0,28,Si,2021
181810,2600.37,2600.37,192798,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,FEM,ALAJUELA,552.5,585.0,55,Si,2018
181821,2166.5,407.86,192810,2020,A-PROMERICA,Propia,Firma finiquito,PRIVADO,MASC,SAN JOSE,292.5,325.0,46,Si,2017
181824,5413.21,5413.21,192813,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,FEM,CARTAGO,845.0,877.5,42,Si,2021
181848,432.35,945.4,192837,2021,SERVIVALORES,Propia,Promesa de Pago,PUBLICO,FEM,SAN JOSE,357.5,390.0,70,Si,2021
181869,1928.1,1477.16,192858,2021,CITI,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,CARTAGO,292.5,325.0,47,Si,2021
181871,923.38,923.38,192860,2021,CREDIX,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,585.0,617.5,24,Si,2021
181880,1210.5,1210.5,192870,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,650.0,682.5,55,Si,2021
181899,860.33,860.33,192890,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,260.0,292.5,33,Si,2021
181904,1815.05,1815.05,192895,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,SAN JOSE,585.0,617.5,36,Si,2021
181913,1353.89,1353.89,192905,2021,DAVIVIENDA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,CARTAGO,32.5,65.0,31,Si,2021
181935,2128.37,2128.37,192928,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PROPIO,MASC,SAN JOSE,520.0,552.5,40,Si,2021
181951,1336.2,1336.2,192944,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,520.0,552.5,42,Si,2021
181958,2641.74,2641.74,192951,2021,CITI,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,ALAJUELA,487.5,520.0,37,Si,2021
181988,2327.31,2298.55,192981,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,2177.5,2210.0,71,Si,2021
181996,149.95,134.48,192990,2021,CREDIX,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,ALAJUELA,260.0,292.5,36,Si,2021
181997,3204.69,3204.69,192991,2021,SCOTIABANK,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,GUANACASTE,325.0,357.5,65,Si,2021
182009,3128.06,3128.06,193005,2021,CREDIX,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,HEREDIA,65.0,97.5,38,Si,2021
182014,4837.2,4837.2,193010,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,715.0,747.5,40,Si,2021
182015,3351.88,2606.07,193011,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PUBLICO,MASC,HEREDIA,520.0,552.5,32,Si,2021
182017,1466.4,1466.4,193013,2020,CATHAY,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,CARTAGO,487.5,520.0,56,Si,0
182019,2547.45,2547.45,193016,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PUBLICO,FEM,HEREDIA,780.0,812.5,46,Si,2020
182020,1291.58,1291.58,193017,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,FEM,ALAJUELA,292.5,325.0,37,Si,2021
182024,928.37,928.37,193021,2021,CITI,Propia,Contacto sin Promesa,PRIVADO,MASC,PUNTARENAS,162.5,195.0,57,Si,0
182044,8240.15,8240.15,193043,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,PUNTARENAS,162.5,195.0,48,Si,2021
182048,888.71,888.71,193047,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,ALAJUELA,260.0,292.5,52,Si,2021
182063,4093.74,4093.74,193062,2021,SCOTIABANK,Propia,Promesa de Pago,PUBLICO,FEM,PUNTARENAS,845.0,877.5,60,Si,2021
182073,1893.59,1893.59,193072,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,GUANACASTE,455.0,487.5,58,Si,2021
182074,1801.91,1068.31,193073,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PROPIO,FEM,GUANACASTE,585.0,617.5,53,Si,2021
182081,1166.01,1166.01,193080,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,390.0,422.5,40,Si,0
182083,802.98,802.98,193082,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,FEM,HEREDIA,130.0,162.5,42,Si,2021
182091,134.85,27.14,193090,2020,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,ALAJUELA,845.0,877.5,28,Si,2020
182156,972.78,98.45,193158,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,FEM,HEREDIA,227.5,260.0,35,Si,0
182158,4627.29,4627.29,193160,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,PUNTARENAS,260.0,292.5,53,Si,2021
182160,1437.22,1193.95,193162,2021,A-PROMERICA,Propia,Incumplimiento de Pago Cumplido,PRIVADO,FEM,SAN JOSE,390.0,422.5,40,Si,2021
182161,716.64,716.64,193163,2021,CREDIX,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,SAN JOSE,552.5,585.0,55,Si,2021
182188,5227.18,5227.18,193192,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,455.0,487.5,51,Si,2021
182237,4127.15,4127.15,193243,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,MASC,SAN JOSE,1365.0,1397.5,67,Si,2021
182271,1004.05,1004.05,193278,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,65.0,97.5,24,Si,2021
182274,1621.96,1621.96,193281,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,CARTAGO,650.0,682.5,31,Si,2020
182276,2453.38,2195.78,193283,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,ALAJUELA,585.0,617.5,46,Si,2021
182286,1174.84,1174.84,193293,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,HEREDIA,455.0,487.5,28,Si,0
182287,1902.5,1902.5,193294,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,CARTAGO,227.5,260.0,37,Si,2021
182288,1561.04,1561.04,193295,2021,CITI,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,CARTAGO,487.5,520.0,53,Si,2021
182296,21.44,21.44,193303,2020,CREDIQ,Propia,Vehículo Capturado,PRIVADO,MASC,CARTAGO,422.5,455.0,50,Si,0
182298,330.61,330.61,193305,2020,DAVIVIENDA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,PUNTARENAS,195.0,227.5,59,Si,2021
182303,3710.06,1907.52,193310,2020,CREDIQ,Propia,Vehículo Capturado,PRIVADO,MASC,SAN JOSE,260.0,292.5,29,Si,2018
182319,3618.63,3618.63,193327,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,682.5,715.0,37,Si,2021
182323,51.8,51.8,193331,2021,CORPORATIVO,Administrada,Vehículo Capturado,PRIVADO,FEM,HEREDIA,325.0,357.5,37,Si,0
182339,2328.73,2328.73,193347,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,ALAJUELA,65.0,97.5,53,Si,0
182342,1259.47,1103.19,193350,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,845.0,877.5,31,Si,2021
182343,3386.28,3225.57,193351,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,SAN JOSE,585.0,617.5,58,Si,2021
182359,4321.4,4321.4,193367,2021,DAVIVIENDA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,HEREDIA,455.0,487.5,55,Si,2021
182371,5527.01,5527.01,193379,2021,CITI,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,HEREDIA,1462.5,1495.0,66,Si,2021
182381,13.55,13.55,193389,2020,CREDIQ,Propia,Vehículo Capturado,PRIVADO,MASC,CARTAGO,422.5,455.0,50,Si,0
182402,1074.37,1074.37,193410,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,HEREDIA,195.0,227.5,46,Si,0
182408,2348.18,2348.18,193416,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,195.0,227.5,42,Si,2021
182409,684.28,684.28,193417,2021,CREDIX,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,HEREDIA,292.5,325.0,48,Si,2021
182411,4170.78,4170.78,193419,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,325.0,357.5,42,Si,2021
182412,488.1,452.74,193420,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,ALAJUELA,292.5,325.0,27,Si,2021
182414,1337.97,1337.97,193422,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,292.5,325.0,32,Si,2021
182417,1617.76,1617.76,193425,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,MASC,SAN JOSE,1365.0,1397.5,67,Si,2021
182436,817.41,817.41,193446,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,HEREDIA,715.0,747.5,47,Si,0
182457,1209.63,1209.63,193469,2021,SERVIVALORES,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,HEREDIA,390.0,422.5,56,Si,2021
182458,865.78,865.78,193470,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PROPIO,MASC,CARTAGO,520.0,552.5,51,Si,2021
182500,304.94,256.94,193512,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,GUANACASTE,325.0,357.5,26,Si,2021
182519,877.12,877.12,193531,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,CARTAGO,422.5,455.0,36,Si,2021
182552,1045.55,1045.55,193564,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,162.5,195.0,60,Si,2021
182562,1015.55,902.8,193574,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,ALAJUELA,0.0,32.5,27,Si,2021
182593,6068.76,6068.76,193606,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,FEM,LIMON,617.5,650.0,56,Si,2021
182598,553.73,553.73,193613,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,FEM,GUANACASTE,682.5,715.0,32,Si,2021
182652,2254.02,2254.02,193670,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,HEREDIA,650.0,682.5,40,Si,2021
182657,1123.09,1078.0,193675,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,MASC,ALAJUELA,390.0,422.5,24,Si,2021
182673,680.5,342.71,193692,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,422.5,455.0,28,Si,2021
182715,1866.24,1866.24,193738,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,SAN JOSE,65.0,97.5,61,Si,0
182748,476.49,476.49,193772,2021,CITI,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,HEREDIA,227.5,260.0,42,Si,2021
182758,9189.36,9189.36,193782,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,ALAJUELA,1202.5,1235.0,55,Si,0
182765,1307.97,1102.84,193789,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PROPIO,MASC,HEREDIA,682.5,715.0,48,Si,2021
182801,8180.43,8180.43,193825,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,ALAJUELA,650.0,682.5,50,Si,2021
182835,1347.24,1347.24,193859,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,65.0,97.5,42,Si,2021
182850,4902.92,4902.92,193874,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PUBLICO,MASC,ALAJUELA,422.5,455.0,59,Si,2021
182887,1071.64,1071.64,193913,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,HEREDIA,130.0,162.5,27,Si,2021
182910,536.72,536.72,193937,2021,CREDIX,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,97.5,130.0,34,Si,2021
182915,630.7,630.7,193942,2021,CITI,Propia,Promesa de Pago Confirmada,PROPIO,FEM,HEREDIA,292.5,325.0,40,Si,2021
182934,666.12,666.12,193964,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,GUANACASTE,260.0,292.5,51,Si,2021
182936,8825.13,8825.13,193966,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,GUANACASTE,1495.0,1527.5,64,Si,2021
182954,1040.64,722.49,193984,2021,A-PROMERICA,Propia,Incumplimiento de Pago Cumplido,PRIVADO,FEM,SAN JOSE,422.5,455.0,28,Si,2021
182962,6837.91,6837.91,193992,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,32.5,65.0,36,Si,2021
182984,1725.74,1725.74,194016,2021,CREDIX,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,1040.0,1072.5,55,Si,2021
183009,879.01,879.01,194042,2021,CITI,Propia,Promesa de Pago Confirmada,PROPIO,MASC,PUNTARENAS,357.5,390.0,50,Si,2021
183050,398.09,397.62,194086,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PROPIO,FEM,HEREDIA,325.0,357.5,42,Si,2021
183052,768.09,768.09,194088,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,CARTAGO,357.5,390.0,30,Si,2021
183077,3318.03,3318.03,194114,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,2177.5,2210.0,71,Si,2021
183084,209.28,209.28,194121,2021,B-HSBC,Propia,Promesa de Pago,PUBLICO,MASC,ALAJUELA,455.0,487.5,71,Si,2021
183085,2489.09,2489.09,194122,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,487.5,520.0,52,Si,2021
183102,1710.3,1710.3,194139,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,260.0,292.5,43,Si,2021
183110,167.51,167.51,194147,2021,CITI,Propia,Promesa de Pago,PUBLICO,FEM,PUNTARENAS,130.0,162.5,56,Si,2021
183126,1132.28,1132.28,194163,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,292.5,325.0,37,Si,2021
183141,2436.1,2436.1,194178,2021,CREDIQ,Propia,Vehículo Capturado,PRIVADO,MASC,ALAJUELA,390.0,422.5,36,Si,0
183148,1667.1,1667.1,194185,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,162.5,195.0,43,Si,2021
183164,539.41,539.41,194202,2021,CREDIX,Propia,Incumplimiento de Pago Sin Confirmar,PROPIO,MASC,ALAJUELA,195.0,227.5,67,Si,2021
183166,5849.08,5849.08,194204,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,SAN JOSE,617.5,650.0,39,Si,2021
183172,2619.69,1412.12,194210,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,422.5,455.0,38,Si,2021
183224,9074.91,9074.91,194265,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,1625.0,1657.5,47,Si,2021
183225,5596.22,5596.22,194266,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,1235.0,1267.5,47,Si,2021
183231,1301.45,1275.69,194272,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,227.5,260.0,59,Si,2021
183245,2706.7,2706.7,194286,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,195.0,227.5,27,Si,2021
183250,1305.11,900.68,194292,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,CARTAGO,422.5,455.0,45,Si,2021
183251,301.3,301.3,194293,2021,SERVIVALORES,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,HEREDIA,390.0,422.5,39,Si,2021
183290,461.59,170.67,194334,2021,CREDIX,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,357.5,390.0,35,Si,2019
183312,1039.24,1039.24,194358,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,CARTAGO,585.0,617.5,26,Si,2021
183375,2279.47,2279.47,194425,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,422.5,455.0,61,Si,2021
183407,16859.85,16859.85,194459,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,ALAJUELA,1430.0,1462.5,56,Si,2021
183414,2541.59,2541.59,194466,2021,A-PROMERICA,Propia,Incumplimiento de Pago Cumplido,PRIVADO,FEM,ALAJUELA,617.5,650.0,40,Si,2021
183433,924.64,924.64,194486,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,CARTAGO,260.0,292.5,43,Si,2021
183442,2898.85,2898.85,194495,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,520.0,552.5,34,Si,2021
183447,19822.21,19822.21,194500,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,HEREDIA,2697.5,2730.0,55,Si,0
183460,6109.97,6109.97,194513,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,GUANACASTE,260.0,292.5,48,Si,2021
183462,920.96,871.35,194515,2021,A-PROMERICA,Propia,Incumplimiento de Pago Sin Confirmar,PRIVADO,MASC,ALAJUELA,292.5,325.0,26,Si,2019
183469,434.1,434.1,194522,2021,CITI,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,CARTAGO,325.0,357.5,37,Si,2021
183471,1803.08,1803.08,194525,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,HEREDIA,130.0,162.5,34,Si,2021
183486,1289.61,1289.61,194540,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,325.0,357.5,47,Si,2021
183515,946.8,941.96,194570,2021,CITI,Propia,Promesa de Pago,PROPIO,MASC,GUANACASTE,260.0,292.5,67,Si,2021
183519,1222.25,1222.25,194574,2021,CITI,Propia,Promesa de Pago Confirmada,PROPIO,MASC,HEREDIA,357.5,390.0,60,Si,2021
183520,1420.26,1420.26,194575,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,845.0,877.5,30,Si,0
183526,1766.64,1731.78,194581,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,CARTAGO,1202.5,1235.0,37,Si,2021
183583,2727.8,2727.8,194638,2021,A-PROMERICA,Propia,Contacto sin Promesa,PRIVADO,MASC,ALAJUELA,942.5,975.0,37,Si,0
183602,3035.03,3035.03,194659,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,GUANACASTE,325.0,357.5,32,Si,2021
183634,173.82,173.82,194691,2021,CITI,Propia,Promesa de Pago,PRIVADO,MASC,LIMON,422.5,455.0,56,Si,2021
183640,5671.65,5671.65,194697,2021,CITI,Propia,Promesa de Pago,PUBLICO,MASC,GUANACASTE,877.5,910.0,52,Si,2021
183705,2062.85,2062.85,194764,2021,DAVIVIENDA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,CARTAGO,585.0,617.5,31,Si,2021
183708,11232.55,11232.55,194767,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PROPIO,FEM,SAN JOSE,357.5,390.0,52,Si,2021
183712,5655.97,5539.39,194771,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,HEREDIA,780.0,812.5,39,Si,2021
183718,14105.22,14105.22,194778,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,SAN JOSE,780.0,812.5,67,Si,2021
183731,1081.23,1081.23,194794,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,SAN JOSE,260.0,292.5,39,Si,0
183752,2897.52,2897.52,194817,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,65.0,97.5,51,Si,2021
183783,3202.43,3202.43,194849,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,MASC,GUANACASTE,1332.5,1365.0,53,Si,2021
183802,4866.62,4866.62,194869,2021,A-PROMERICA,Propia,Contacto indirecto,PUBLICO,FEM,SAN JOSE,747.5,780.0,55,Si,0
183896,374.27,303.81,194966,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,260.0,292.5,48,Si,2021
183911,1029.84,1000.12,194982,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,1105.0,1137.5,24,Si,2021
183915,1988.22,1640.48,194987,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,325.0,357.5,29,Si,2021
183922,2477.8,2477.8,194994,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,357.5,390.0,42,Si,2021
183933,12415.46,12415.46,195005,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,HEREDIA,780.0,812.5,46,Si,2021
184016,1009.27,1009.27,195090,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,65.0,97.5,40,Si,2021
184043,19784.9,19784.9,195118,2021,CITI,Propia,Promesa de Pago Confirmada,PUBLICO,MASC,SAN JOSE,3055.0,3087.5,71,Si,2021
184053,1018.51,955.4,195128,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,455.0,487.5,51,Si,2021
184060,1135.78,1135.78,195135,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,390.0,422.5,24,Si,2021
184076,1055.58,1055.58,195151,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,PUNTARENAS,325.0,357.5,55,Si,2021
184100,1875.7,1875.7,195175,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,ALAJUELA,1202.5,1235.0,55,Si,0
184104,3449.78,3317.55,195179,2021,A-PROMERICA,Propia,Incumplimiento de Pago Confirmado,PROPIO,MASC,ALAJUELA,357.5,390.0,42,Si,2020
184115,707.31,707.31,195192,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,SAN JOSE,585.0,617.5,62,Si,2021
184125,6233.43,6233.43,195202,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,HEREDIA,0.0,32.5,34,Si,2021
184142,292.5,292.5,195220,2021,CITI,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,GUANACASTE,357.5,390.0,38,Si,2021
184165,1836.13,1781.04,195246,2021,SCOTIABANK,Propia,Promesa de Pago,PUBLICO,MASC,GUANACASTE,1170.0,1202.5,66,Si,2021
184195,3530.61,3530.61,195278,2021,CREDIQ,Propia,Vehículo Capturado,PRIVADO,FEM,SAN JOSE,227.5,260.0,25,Si,0
184197,3886.08,3886.08,195280,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,FEM,CARTAGO,487.5,520.0,42,Si,2021
184228,2150.27,2150.27,195314,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,SAN JOSE,487.5,520.0,58,Si,0
184246,6085.64,6085.64,195334,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PUBLICO,MASC,GUANACASTE,1365.0,1397.5,31,Si,2021
184248,1190.81,1190.81,195336,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PUBLICO,FEM,GUANACASTE,845.0,877.5,37,Si,2021
184291,19195.05,18705.57,195379,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,MASC,SAN JOSE,1722.5,1755.0,64,Si,2021
184292,1288.32,267.97,195380,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,390.0,422.5,55,Si,2021
184302,933.83,933.83,195391,2021,A-PROMERICA,Propia,Promesa de Pago,PROPIO,MASC,SAN JOSE,325.0,357.5,32,Si,2021
184315,1656.96,1553.66,195404,2021,SCOTIABANK,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,1040.0,1072.5,64,Si,2021
184318,1628.34,1188.41,195407,2021,SCOTIABANK,Propia,Incumplimiento de Pago Cumplido,PRIVADO,MASC,SAN JOSE,552.5,585.0,43,Si,2021
184320,4261.76,4261.76,195409,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,HEREDIA,487.5,520.0,32,Si,2021
184322,499.12,445.0,195411,2021,CITI,Propia,Incumplimiento de Pago Cumplido,PRIVADO,FEM,HEREDIA,195.0,227.5,41,Si,2021
184325,986.09,986.09,195414,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PRIVADO,FEM,ALAJUELA,487.5,520.0,29,Si,2021
184337,1610.17,1610.17,195429,2021,A-PROMERICA,Propia,Promesa de Pago,PRIVADO,FEM,SAN JOSE,390.0,422.5,34,Si,2021
184339,816.32,816.32,195431,2021,DAVIVIENDA,Propia,Promesa de Pago,PRIVADO,MASC,ALAJUELA,552.5,585.0,46,Si,2021
184364,1029.86,672.01,195457,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PROPIO,MASC,SAN JOSE,422.5,455.0,39,Si,0
184368,11549.61,11549.61,195463,2021,SCOTIABANK,Propia,Promesa de Pago Confirmada,PRIVADO,MASC,GUANACASTE,422.5,455.0,39,Si,2021
184378,3512.71,3512.71,195473,2021,SCOTIABANK,Propia,Incumplimiento de Pago Confirmado,PRIVADO,MASC,CARTAGO,552.5,585.0,27,Si,2021
184387,3790.59,3790.59,195482,2021,A-PROMERICA,Propia,Promesa de Pago Confirmada,PUBLICO,MASC,HEREDIA,162.5,195.0,39,Si,2021
184456,1806.63,1806.63,195556,2021,CITI,Propia,Promesa de Pago Confirmada,PUBLICO,MASC,CARTAGO,227.5,260.0,36,Si,2021
184465,4662.71,4281.98,195567,2021,A-PROMERICA,Propia,Promesa de Pago,PUBLICO,FEM,SAN JOSE,747.5,780.0,56,Si,2021
